ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF21abiblpl,SN2021qzi,20:45:13.87,-05:37:09.9,1397.92,g,18.2533,-17.31,32.987,6.993,25.994,SN II,0.02736,-27.81192098,0.165
ZTF19aarfnmb,SN2019dxg,16:15:09.93,+46:53:28.6,602.8,r,18.5588,-17.95,23.946,14.414,9.532,SN II,0.04561,45.74276585,0.033
ZTF21aaeoqxf,SN2021aek,11:59:48.02,-21:23:13.0,1250.92,r,17.5132,-17.48,41.134,22.188,18.946,SN II,0.022,39.90190729,0.13
ZTF18adbadfz,SN2018kyf,15:32:30.23,+25:29:11.5,482.06,r,18.7747,-17.17,43.843,4.315,39.528,SN II,0.03374,54.02040714,0.152
ZTF20acpqbfu,SN2020zen,03:08:05.88,+23:02:25.7,1171.73,r,18.1341,-18.17,23.671,8.381,15.29,SN II,0.035,-29.94630082,0.48
ZTF20aapchqy,SN2020cxd,17:26:29.26,+71:05:38.6,999.83,r,17.099,-14.10,123.937,101.073,22.864,SN II,0.00388,32.40124141,0.11
ZTF20acxtgek,SN2020acun,15:11:57.81,-02:58:54.8,1224.02,r,17.5398,-17.65,37.524,18.951,18.573,SN II,0.02159,44.68095973,0.409
ZTF19acgzwbm,SN2019tba,04:55:09.84,-16:09:01.3,861.72,r,18.5229,-16.29,110.284,89.168,21.116,SN II,0.01989,-32.83196381,0.18
ZTF23abhyroo,SN2023udb,04:25:05.77,-10:18:51.9,2235.93,r,18.7297,-17.23,39.72,13.818,25.902,SN II,0.03265,-37.12259051,0.254
ZTF23aacrvqj,SN2023chj,18:05:39.63,+31:37:14.1,2017.02,r,18.4593,-17.86,56.938,22.003,34.935,SN II,0.04,22.9197708,0.151
ZTF21acpqqgu,SN2021aewn,10:04:06.68,+31:11:02.7,1551.02,r,18.501,-16.30,96.05,15.565,80.485,SN II,0.0206,53.45825,0.065
ZTF21accwcrh,SN2021zco,03:39:13.31,+15:59:04.9,1479.91,r,18.8092,-17.42,29.769,5.745,24.024,SN II,0.03159,-30.71620997,0.657
ZTF21acguaen,SN2021aaxw,09:45:35.44,+57:22:29.0,1504.01,g,17.8388,-17.18,31.537,10.524,21.013,SN II,0.023,45.60736329,0.03
ZTF21aatgisc,SN2021imh,18:51:27.37,+41:32:05.7,1334.91,r,18.9396,-17.57,52.714,20.975,31.739,SN II,0.042,17.5958974,0.251
ZTF23abmoxlu,SN2023vog,09:45:09.63,+68:35:11.8,2250.93,r,16.7693,-17.49,32.408,9.257,23.151,SN II,0.01481,40.38271552,0.279
ZTF18acbwaxk,SN2018hna,12:26:12.08,+58:18:50.8,503.03,r,13.9583,-16.13,61.205,48.696,12.509,SN II,0.0024,58.50239359,0.031
ZTF19adccrca,SN2019zeb,11:22:36.51,+48:23:05.3,884.01,r,18.6975,-17.78,37.873,21.09,16.783,SN II,0.045,62.63847168,0.03
ZTF21abczimc,SN2021nyu,16:11:04.99,+18:29:58.3,1392.85,r,18.8279,-17.24,46.463,28.118,18.345,SN II,0.03595,43.48740658,0.129
ZTF18acbvhit,SN2018hle,03:39:28.11,-13:07:02.4,428.77,r,17.4364,-16.57,63.146,11.513,51.633,SN II,0.01385,-48.37767227,0.15
ZTF21aapffqd,SN2021fyp,10:16:59.95,+15:00:58.6,1319.71,r,18.2826,-18.65,39.445,24.02,15.425,SN II,0.05289,52.17097251,0.147
ZTF18abcezmh,SN2018cyh,17:57:48.45,+40:04:35.0,299.88,r,18.931,-18.13,17.731,9,8.731,SN II,0.057,26.83857069,0.106
ZTF20aaqepvb,SN2020edr,18:00:15.04,-03:59:55.9,913.99,r,17.9381,-19.26,74.968,8.32,66.648,SN II,0.015,9.48853012,3.783
ZTF20actquzl,SN2020abed,13:35:05.41,+59:41:47.1,1189.05,g,17.9038,-18.33,40.252,11.307,28.945,SN II,0.04,56.57758674,0.037
ZTF20achusux,SN2020vef,03:42:11.46,-00:21:12.5,1165.86,g,16.6994,-18.76,54.938,21.135,33.803,SN II,0.0256,-41.07062758,0.199
ZTF21aaquhqr,SN2021hiv,12:49:05.84,-12:12:27.6,1319.86,r,17.8283,-17.26,41.406,20.662,20.744,SN II,0.023,50.65989967,0.127
ZTF19abgiwkt,SN2019lkx,03:41:02.91,+34:39:07.4,699.0,r,17.2324,-17.14,65.006,19.019,45.987,SN II,0.01,-16.34062712,1.452
ZTF19abctxhf,SN2019kal,00:20:00.63,+16:23:27.4,681.93,r,18.6712,-18.14,23.5,13.48,10.02,SN II,0.05,-45.81783478,0.158
ZTF20aaoldej,SN2020dcx,12:50:56.25,+40:11:12.2,904.97,r,18.337,-16.93,30.462,7.408,23.054,SN II,0.02578,76.94125814,0.045
ZTF21aagsysd,SN2021bgd,13:16:33.47,+31:32:51.4,1250.9,r,17.7054,-17.48,26.06,6.068,19.992,SN II,0.025,82.96694417,0.03
ZTF18abdbysy,SN2018cyg,15:34:08.48,+56:41:48.6,302.81,r,18.2973,-15.17,33.96,5.042,28.918,SN II,0.01127,48.73880835,0.05
ZTF19acrwvao,SN2019uqp,09:14:39.94,+67:44:20.7,805.04,r,18.4705,-17.93,30.953,5.017,25.936,SN II,0.04,38.26149947,0.243
ZTF21aapjphz,SN2021fxm,13:54:18.30,-25:54:30.4,1307.9,r,17.552,-17.29,22.291,13.981,8.31,SN II,0.02,34.84601024,0.192
ZTF21abubpng,SN2021qvw,23:16:38.28,+15:53:39.9,1455.79,r,18.53,-16.80,25.742,11.951,13.791,SN II,0.02536,-41.21552663,0.161
ZTF21aazcgof,SN2021lne,15:31:01.68,-04:58:15.8,1358.82,r,17.9604,-17.66,24.106,17.033,7.073,SN II,0.027,39.84495434,0.349
ZTF21aapdulz,SN2021fwx,06:25:33.90,+46:44:12.5,1290.74,r,18.4676,-18.26,19.126,3.201,15.925,SN II,0.0434,15.26850041,0.422
ZTF19abqrhvy,SN2019odf,22:48:44.69,+27:34:18.5,739.67,r,17.7425,-18.08,59.848,22.167,37.681,SN II,0.03201,-27.87071849,0.138
ZTF21acgunkr,SN2021aaxs,08:33:35.18,+19:44:30.1,1500.96,g,17.5319,-17.82,28.032,5.99,22.042,SN II,0.026,31.00702524,0.085
ZTF19abgmkef,SN2019lev,01:22:57.56,+29:41:08.8,682.99,g,18.6663,-18.65,25.11,4.125,20.985,SN II,0.06,-32.68737886,0.189
ZTF22aattfmb,SN2022oyp,18:05:13.16,+46:52:49.5,1814.74,r,18.6692,-16.45,81.513,35.319,46.194,SN II,0.02349,27.04484066,0.112
ZTF19aaloqmd,SN2019boh,13:16:06.10,+26:40:09.5,559.79,r,18.2833,-17.55,34.977,13.966,21.011,SN II,0.0335,84.4826291,0.033
ZTF19acxowrr,SN2019wib,10:19:29.15,+27:53:01.3,838.97,g,18.2609,-18.56,57.451,13.967,43.484,SN II,0.05057,56.43420596,0.094
ZTF20abzgegm,SN2020tja,19:15:17.38,+29:46:28.8,1110.75,r,18.2197,-18.80,20.032,5.224,14.808,SN II,0.046,8.40609038,0.623
ZTF23aaozatq,SN2023lgz,16:47:40.38,+52:20:12.1,2120.85,g,17.7112,-17.82,28.391,4.043,24.348,SN II,0.029,52.52292002,0.037
ZTF22aaspkif,SN2022pjl,21:56:40.95,-09:30:52.3,1787.86,g,17.8341,-20.01,21.863,4.144,17.719,SN II,0.0805,-45.24067444,0.094
ZTF23aausgkl,SN2023nly,02:04:31.69,+01:35:05.4,2287.65,r,18.6383,-19.14,158.281,89.433,68.848,SN II,0.08,-56.32295175,0.076
ZTF18acefuhk,SN2018jah,09:07:10.47,+43:55:14.8,465.03,r,18.4911,-18.52,47.478,24.546,22.932,SN II,0.057,42.38927182,0.051
ZTF19abyuzch,SN2019qch,18:29:13.80,+41:02:32.4,754.76,g,17.154,-18.30,43.424,10.3,33.124,SN II,0.024,21.36765252,0.318
ZTF18abxdtyz,SN2018gss,23:03:45.04,+18:08:18.1,388.77,r,18.5946,-17.82,19.824,7.85,11.974,SN II,0.04,-37.74499716,0.265
ZTF20aauvbez,SN2020gjj,10:25:49.77,+66:18:44.6,969.68,r,18.6679,-17.62,39.861,19.881,19.98,SN II,0.04106,44.85801077,0.041
ZTF21aamwqim,SN2021dru,12:24:44.66,-04:46:06.9,1280.79,r,18.3517,-17.00,29.862,7.885,21.977,SN II,0.02587,57.4573508,0.134
ZTF20abbpkpa,SN2020lam,16:56:23.53,+26:48:49.8,1009.86,r,18.996,-16.96,45.627,15.985,29.642,SN II,0.033,36.00652808,0.217
ZTF20acpvbbh,SN2020znl,06:13:17.89,-15:53:31.4,1171.9,g,17.0769,-20.12,19.531,5.018,14.513,SN II,0.043,-15.46509832,0.7
ZTF21aalodzw,SN2021djy,17:47:01.27,+05:48:12.6,1273.99,r,18.3594,-18.99,45.893,11.91,33.983,SN II,0.056,16.96054536,0.497
ZTF20acytgxf,SN2020adhh,04:43:46.17,+28:58:10.5,1219.76,r,18.1025,-18.48,28.543,16.552,11.991,SN II,0.022,-10.99944701,2.031
ZTF21abouznj,SN2021uuh,01:55:52.85,-10:28:22.7,1434.96,r,18.0314,-18.82,30.793,12.652,18.141,SN II,0.053,-67.46962282,0.054
ZTF22abkkhao,SN2022wza,03:12:37.12,+45:12:34.8,1874.86,r,16.9362,-16.86,41.717,17.936,23.781,SN II,0.01,-10.84465705,0.754
ZTF21aajgdpo,SN2021cjy,12:59:19.05,+38:53:09.7,1272.94,r,18.6643,-17.34,32.892,9.676,23.216,SN II,0.03608,78.1278492,0.044
ZTF21aagbeah,SN2021aul,10:29:10.06,+05:08:34.3,1249.88,r,18.9422,-17.30,44.662,18.141,26.521,SN II,0.04,49.63218537,0.059
ZTF19aadtqcd,SN2019aai,16:32:20.74,+19:50:24.4,523.05,r,17.9792,-14.85,44.234,27.206,17.028,SN II,0.008,39.21378114,0.172
ZTF21acdezwk,SN2021zet,21:52:13.34,-23:22:37.0,1483.74,g,17.6156,-18.21,28.621,6.678,21.943,SN II,0.032,-49.51331513,0.1
ZTF20ablygyy,SN2020pni,15:03:49.96,+42:06:50.5,1052.81,g,16.2414,-18.13,45.014,4.188,40.826,SN II,0.01687,59.18892861,0.054
ZTF21aadkhte,SN2021zj,11:16:32.72,+29:05:46.1,1228.94,g,17.9656,-18.58,29.229,3.324,25.905,SN II,0.046,69.01865342,0.038
ZTF18acqwdla,SN2018iuq,07:05:53.43,+12:53:34.6,455.95,r,16.9289,-18.63,76.49,8.493,67.997,SN II,0.028,8.99904326,0.172
ZTF19acvrjzd,SN2019vus,09:40:07.83,+72:03:44.8,812.93,g,17.9448,-17.32,28.113,2.937,25.176,SN II,0.025,38.15884221,0.079
ZTF18aaaibml,SN2020buc,10:08:31.27,+09:14:23.0,909.8,r,18.2606,-17.70,69.73,27.302,42.428,SN II,0.0348,47.6378023,0.092
ZTF19aavrcew,SN2019fyw,13:07:18.44,+02:00:11.5,639.73,g,16.9961,-17.71,32.402,10.425,21.977,SN II,0.01943,64.58882032,0.078
ZTF21aaiaqhh,SN2021can,12:55:30.80,+30:01:40.8,1258.88,g,16.8345,-17.96,16.512,4.492,12.02,SN II,0.0207,86.96552805,0.031
ZTF21abkoccb,SN2021tmb,15:30:05.65,+73:45:54.4,1419.8,r,17.7779,-19.37,28.073,6.225,21.848,SN II,0.06,39.00174292,0.071
ZTF20achbejn,SN2020uzx,01:28:24.24,-05:58:17.7,1150.78,r,18.6501,-17.64,43.766,26.79,16.976,SN II,0.04,-67.08855554,0.118
ZTF20acveadu,SN2020absk,09:04:00.92,-00:05:20.0,1199.9,r,18.307,-16.34,63.284,12.792,50.492,SN II,0.01889,29.07103435,0.112
ZTF20aahbamv,SN2020amv,08:49:40.67,+30:11:14.5,879.76,g,17.3342,-19.25,30.501,6.525,23.976,SN II,0.0452,37.50293135,0.1
ZTF22aahibvx,AT2022ikc,14:40:08.42,+00:54:25.1,1701.82,g,18.6929,-17.31,28.654,7.964,20.69,SN II,0.0343,53.02155568,0.122
ZTF22aazjiam,SN2022qxc,00:18:10.24,+01:20:17.0,1824.86,r,18.5214,-18.97,47.183,24.254,22.929,SN II,0.07,-60.42841858,0.077
ZTF20acigusw,SN2020vyv,22:50:25.37,+08:50:41.8,1134.73,g,18.9712,-18.47,9.226,1.42,7.806,SN II,0.062,-43.59194083,0.237
ZTF21aaxxoei,SN2021kul,14:17:30.43,+28:48:08.4,1350.78,r,18.5157,-17.43,33.94,14.934,19.006,SN II,0.03512,70.94764282,0.043
ZTF21abqmrun,SN2021uqn,22:57:05.33,+15:14:26.2,1449.75,g,18.8375,-17.29,33.993,16.079,17.914,SN II,0.036,-39.35604534,0.134
ZTF18acebssa,SN2018hxf,04:22:17.96,-05:28:05.7,434.89,g,17.2964,-18.39,22.498,6.63,15.868,SN II,0.0296,-35.45984871,0.125
ZTF20abjaapj,SN2020nqo,23:11:27.99,+25:21:46.4,1056.99,r,18.0679,-17.77,49.766,28.896,20.87,SN II,0.03,-32.24740714,0.323
ZTF20aamazzl,SN2020bws,13:29:11.63,+38:13:25.5,898.95,g,18.9134,-18.02,37.22,12.652,24.568,SN II,0.05551,76.37106932,0.021
ZTF23abhzxwm,SN2023ucy,19:01:41.98,+40:45:05.8,2231.64,r,16.6577,-17.73,39.787,8.872,30.915,SN II,0.0152,15.51447418,0.373
ZTF20aatqgeo,SN2020fcx,13:40:10.01,+23:20:29.5,936.81,g,18.2467,-17.51,26.807,6.856,19.951,SN II,0.0319,78.35458651,0.051
ZTF23aahzyls,SN2023gxa,12:22:40.01,+21:56:21.7,2065.8,g,18.424,-19.23,13.522,3.435,10.087,SN II,0.075,81.65232829,0.067
ZTF20aaurjbj,SN2020hgw,14:18:19.12,+38:55:46.2,964.85,g,17.559,-18.83,32.442,12.139,20.303,SN II,0.043,68.38954108,0.034
ZTF21aaqldsj,SN2021hac,14:12:30.45,+34:33:00.3,1322.75,r,18.8413,-16.87,56.24,26.438,29.802,SN II,0.0316,71.12704956,0.045
ZTF20acvezdt,SN2020absj,13:10:55.72,+11:52:25.3,1221.95,r,18.1059,-17.45,90.165,21.927,68.238,SN II,0.02891,74.07432563,0.09
ZTF22aajhlaj,SN2022jnw,12:38:09.10,+71:24:59.4,1726.89,r,17.5007,-17.58,32.194,18.221,13.973,SN II,0.02358,45.67282365,0.049
ZTF19aauvbqv,SN2019fes,10:16:05.08,+60:25:17.6,634.78,r,18.2436,-17.40,25.215,18.595,6.62,SN II,0.03084,47.62499508,0.025
ZTF21aapegtd,SN2021fnc,09:02:54.72,+50:17:08.8,1291.71,r,18.1567,-18.20,23.577,3.398,20.179,SN II,0.04209,41.25298945,0.063
ZTF22acaipkl,SN2022aegi,15:54:25.73,+04:01:34.7,1977.97,r,18.4895,-17.64,65.68,36.561,29.119,SN II,0.035,40.65745248,0.268
ZTF20abykfsr,SN2020smm,04:03:59.43,+28:37:11.4,1116.88,r,18.5537,-17.97,36.927,20.1,16.827,SN II,0.03,-17.63418226,1.148
ZTF20aamttiw,SN2020cpa,17:26:37.72,+38:12:29.4,891.97,g,17.7607,-18.85,9.341,2.259,7.082,SN II,0.0449,32.34098675,0.133
ZTF21aavoqpl,SN2021jtt,09:41:16.44,+35:53:02.5,1328.72,g,17.42,-17.64,30.534,8.989,21.545,SN II,0.02339,48.94188497,0.03
ZTF19abpyqog,SN2019oba,19:57:03.47,+50:11:20.1,719.76,r,18.8542,-17.12,42.49,7.532,34.958,SN II,0.031,10.91424157,0.402
ZTF21abnlhxs,SN2021tyw,23:05:56.45,+14:21:27.8,1449.85,r,16.4666,-17.80,82.695,27.813,54.882,SN II,0.013,-41.25203676,0.633
ZTF18abklbam,SN2018elp,14:31:19.10,+21:17:24.7,337.67,g,17.8374,-17.88,30.893,7.287,23.606,SN II,0.03,66.53475902,0.131
ZTF22aavobvq,SN2022prv,15:40:07.76,+20:40:31.7,1806.69,g,16.0146,-18.25,56.108,12.969,43.139,SN II,0.01510,51.08754392,0.166
ZTF20aamoaim,SN2020chm,09:42:04.51,+41:26:23.4,894.81,g,18.58,-18.09,24.815,6.887,17.928,SN II,0.0483,48.92873659,0.049
ZTF23aabbrdb,SN2023avz,07:14:44.98,+05:49:47.4,1987.72,r,18.4593,-17.40,40.856,12.789,28.067,SN II,0.03,7.82915972,0.361
ZTF19abqgtqo,SN2019nzy,23:22:54.73,+21:02:18.7,740.67,r,18.6515,-17.53,71.287,26.243,45.044,SN II,0.036,-37.28366038,0.266
ZTF19abqmurd,SN2019onk,13:32:46.98,+41:51:51.4,720.66,g,18.6635,-16.93,86.65,3.515,83.135,SN II,0.03,73.00935223,0.02
ZTF18acsyaye,SN2018jlo,02:02:17.50,-13:56:34.4,456.76,r,18.4839,-18.25,55.295,18.788,36.507,SN II,0.05,-68.85753191,0.057
ZTF20ablklei,SN2020ovk,23:54:17.72,+26:19:36.1,1052.99,g,17.6365,-17.71,31.455,7.448,24.007,SN II,0.025,-34.80511437,0.148
ZTF23abbzhug,SN2023rzx,01:30:04.55,+29:46:43.0,2213.97,r,18.8867,-17.55,29.203,14.716,14.487,SN II,0.04152,-32.34717426,0.19
ZTF20aaieyup,SN2020aqe,11:43:29.76,-16:47:53.1,885.98,r,16.8487,-16.85,22.849,10.158,12.691,SN II,0.01225,43.08367586,0.111
ZTF20aayknbc,SN2020ikp,11:12:14.87,-02:00:07.1,974.69,g,18.1138,-18.55,19.556,3.695,15.861,SN II,0.0467,52.32634992,0.105
ZTF21achlshg,SN2021abjz,00:45:06.59,+29:52:41.4,1503.72,g,18.1303,-17.61,35.262,3.185,32.077,SN II,0.03,-32.97335203,0.146
ZTF19abegizf,SN2019kes,21:52:08.16,-23:21:50.6,686.85,r,18.6027,-17.50,16.551,9.709,6.842,SN II,0.037,-49.49083255,0.1
ZTF21aanwmxn,SN2021eff,17:54:51.62,+44:36:27.6,1298.91,r,18.5373,-18.00,60.411,20.318,40.093,SN II,0.045,28.36257611,0.104
ZTF19abcneik,SN2019jwq,12:55:54.64,+48:45:04.0,674.7,g,18.6685,-17.30,36.243,8.679,27.564,SN II,0.035,68.35988611,0.052
ZTF18aacemcn,SN2019wmr,09:46:03.55,+33:31:41.7,839.01,r,18.5951,-17.52,21.317,9.543,11.774,SN II,0.038,49.81932637,0.035
ZTF22abiwwyf,SN2022wcz,00:22:43.71,+08:28:49.5,1872.87,r,18.3882,-16.41,27.353,16.578,10.775,SN II,0.02,-53.71796446,0.141
ZTF19aandjiw,SN2019crl,06:07:22.32,+44:39:21.9,581.64,r,18.3699,-17.15,28.253,17.698,10.555,SN II,0.025,11.50852011,0.422
ZTF21abhhrpj,SN2021qiu,21:45:50.08,+15:11:01.3,1390.88,r,17.9137,-17.79,33.453,8.793,24.66,SN II,0.02916,-28.22190365,0.243
ZTF21abhyqlv,SN2021qye,15:28:38.35,+50:50:31.5,1401.8,r,18.1531,-18.54,45.771,12.855,32.916,SN II,0.04934,52.04232902,0.048
ZTF20aaunfpj,SN2020fsb,15:39:03.80,-25:58:28.3,941.92,r,16.5732,-16.55,87.015,6.684,80.331,SN II,0.00751,23.31263604,0.695
ZTF21aajvukh,SN2021cpi,14:51:57.43,+16:13:18.5,1258.98,r,18.7091,-18.23,35.13,3.769,31.361,SN II,0.055,60.05202532,0.058
ZTF19aamkfvy,SN2019bvj,11:50:59.92,+44:33:03.2,572.79,r,18.4521,-17.15,40.7,17.095,23.605,SN II,0.03,68.77979057,0.051
ZTF20abjbgjj,SN2020ntt,23:50:14.27,+10:07:41.3,1033.86,r,18.439,-19.26,10.148,2.807,7.341,SN II,0.074,-49.89642749,0.182
ZTF20aalbtwh,SN2020boz,01:32:25.29,+49:48:35.1,894.62,r,18.0205,-18.53,21.145,10.13,11.015,SN II,0.037,-12.52373528,0.635
ZTF19aamhmsx,SN2019bph,16:10:21.61,+11:55:05.5,568.98,r,18.5438,-18.11,40.95,11.988,28.962,SN II,0.047,41.07453692,0.128
ZTF20aauqhka,SN2020gac,12:29:46.22,+42:43:58.1,955.81,g,17.7883,-18.41,51.534,6.705,44.829,SN II,0.03867,73.78544008,0.063
ZTF21abkggoa,SN2021tlm,21:59:27.44,+33:10:39.0,1415.89,r,16.595,-18.62,44.612,9.632,34.98,SN II,0.022,-17.17536312,0.393
ZTF22aaolwsd,SN2022mxv,23:51:05.12,+20:09:08.9,1765.96,r,16.0701,-18.01,45.837,12.925,32.912,SN II,0.01404,-40.5116987,0.204
ZTF19acchaza,SN2019shx,02:32:02.85,+46:05:50.4,769.96,r,18.3592,-17.86,22.431,10.512,11.919,SN II,0.035,-13.30201201,0.378
ZTF19abjrjdw,SN2019mkr,17:11:05.78,+05:51:07.3,711.79,r,17.8968,-17.39,39.543,14.01,25.533,SN II,0.0224,24.95166327,0.435
ZTF19aamowaf,SN2019asz,15:01:25.09,-13:47:28.5,569.88,r,17.9626,-17.47,63.412,11.981,51.431,SN II,0.025,38.3387074,0.32
ZTF20acpkses,SN2020aabm,00:20:31.46,+06:49:03.1,1169.69,r,18.5236,-18.00,37.086,9.002,28.084,SN II,0.045,-55.23909518,0.091
ZTF19abegzry,SN2019lnt,22:36:55.94,-22:13:15.3,1138.78,r,17.2952,-18.68,478.058,437.58,40.478,SN II,0.035,-59.14515285,0.085
ZTF21abjvwdj,SN2021sic,00:39:33.42,+12:14:41.4,1408.95,r,18.332,-18.11,28.84,7.833,21.007,SN II,0.04,-50.52137727,0.301
ZTF22aamjqvc,SN2018elp,14:31:19.00,+21:17:24.1,1749.72,r,17.865,-17.81,23.382,12.952,10.43,SN II,0.03,66.53510037,0.131
ZTF21abwycli,SN2021xyh,22:39:52.46,+12:35:05.0,1471.73,r,18.986,-17.03,59.305,13.367,45.938,SN II,0.035,-39.051696,0.138
ZTF19acvmcdd,SN2019vqd,06:44:41.70,+20:39:52.0,820.74,g,17.7907,-18.88,16.798,4.835,11.963,SN II,0.04,7.84070672,0.395
ZTF20acorjop,SN2020ytk,00:55:22.24,-10:05:48.2,1164.73,g,18.9974,-18.13,34.59,12.082,22.508,SN II,0.058,-72.94326042,0.102
ZTF20aasfhia,SN2020dyu,12:19:39.13,+33:02:25.4,915.95,g,18.5489,-18.17,41.55,2.716,38.834,SN II,0.05,80.9375473,0.034
ZTF21aacwleg,SN2021zo,05:47:06.68,+07:20:09.5,1251.71,r,18.1761,-18.38,35.901,23.289,12.612,SN II,0.03,-10.73636489,1.188
ZTF20acuhren,SN2020abcq,08:44:31.50,-20:20:47.3,1248.88,r,18.4871,-15.31,124.655,66.64,58.015,SN II,0.0115,13.69200357,0.395
ZTF19aanlekq,SN2019cct,15:31:21.06,+35:59:02.5,572.95,r,18.0948,-17.96,25.784,6.375,19.409,SN II,0.03677,55.06178395,0.053
ZTF20abgoocl,SN2020nim,16:16:52.35,+26:44:09.1,1044.7,g,18.332,-18.93,68.848,17.875,50.973,SN II,0.06,44.54509249,0.145
ZTF22abtmrfr,SN2022aacn,00:44:26.43,+07:22:28.0,1913.73,r,17.4536,-17.02,37.384,16.504,20.88,SN II,0.01752,-55.45560692,0.097
ZTF19ablfdwt,SN2019mrz,23:09:57.24,-01:18:58.8,714.88,r,18.0441,-17.30,25.532,14.46,11.072,SN II,0.026,-54.52935382,0.107
ZTF20abepklv,SN2020lkw,14:31:25.58,+33:13:47.6,1012.74,r,18.0611,-16.90,16.909,1.181,15.728,SN II,0.0226,67.6083583,0.02
ZTF20abyzprl,SN2020tfv,23:27:04.98,+16:20:55.6,1110.87,r,18.4084,-18.50,52.145,5.473,46.672,SN II,0.053,-41.94768691,0.123
ZTF19adbsblp,AT2019zri,03:32:02.09,+01:10:35.1,850.63,r,18.9307,-17.54,32.827,8.177,24.65,SN II,0.0406,-42.12667311,0.292
ZTF23aanexof,SN2023ksz,19:39:46.81,+59:21:50.1,2110.85,r,18.5748,-17.62,33.213,5.156,28.057,SN II,0.0368,17.3006574,0.223
ZTF23abjfpng,SN2023usv,00:19:17.62,+39:49:58.7,2239.78,g,17.835,-19.05,26.922,8.984,17.938,SN II,0.049,-22.62143055,0.201
ZTF21aantsla,SN2021ech,12:06:20.42,+37:00:47.1,1297.77,r,18.4484,-16.36,74.501,25.45,49.051,SN II,0.02073,76.27386728,0.06
ZTF23aazqmwp,SN2023qec,22:31:11.09,+18:33:32.3,2196.94,r,17.1214,-17.77,25.731,9.793,15.938,SN II,0.02079,-33.05586505,0.159
ZTF22aajsdkt,SN2022jtc,17:55:50.44,+01:20:08.1,1718.83,r,18.4317,-17.04,40.884,7.908,32.976,SN II,0.02,12.96532607,0.947
ZTF21aagtvjq,SN2021btn,16:18:28.25,+13:46:27.8,1278.97,r,18.3218,-19.61,65.959,30.894,35.065,SN II,0.083,40.06173156,0.155
ZTF19acbvisk,SN2019rms,09:00:45.39,+19:44:42.3,760.98,g,18.564,-17.55,32.014,8.536,23.478,SN II,0.0369,37.01478749,0.083
ZTF19abmtpvz,SN2019mqv,02:51:37.83,-16:39:38.9,699.0,r,18.4089,-17.28,38.791,1.63,37.161,SN II,0.031,-60.31598452,0.064
ZTF20aazswwk,SN2020kbd,15:55:08.33,+65:18:09.9,1008.83,r,18.8511,-16.92,66.972,26.038,40.934,SN II,0.032,42.29433799,0.077
ZTF19acjwdnu,SN2019tuq,00:32:45.76,-06:04:07.7,791.77,g,18.1927,-18.74,27.352,7.459,19.893,SN II,0.053,-68.47713417,0.099
ZTF19aamljom,SN2019cbc,18:06:09.16,+65:20:46.8,568.93,g,16.1006,-18.74,38.912,10.903,28.009,SN II,0.02,29.16331278,0.131
ZTF19adaxzax,SN2019xhb,00:10:10.69,-06:00:03.5,860.64,r,15.9117,-19.72,24.781,11.82,12.961,SN II,0.03,-66.70440425,0.086
ZTF19aariwfe,SN2019edy,12:41:38.67,-09:09:55.8,601.74,g,18.3551,-17.73,35.171,7.766,27.405,SN II,0.03590,53.62861651,0.106
ZTF19abjsmmv,SN2019mor,15:38:38.04,+36:57:31.0,708.66,g,17.4843,-17.26,31.601,11.156,20.445,SN II,0.02,53.54449822,0.057
ZTF19abatvzs,SN2019ihm,22:07:10.36,+25:14:32.4,661.98,g,18.4763,-16.97,31.793,3.05,28.743,SN II,0.025,-24.36070741,0.234
ZTF19aamvape,SN2019cjx,15:35:14.61,+15:18:31.6,580.98,r,17.7307,-17.94,28.522,12.651,15.871,SN II,0.03,50.23871888,0.135
ZTF20acpgokr,SN2020yzi,10:03:46.71,-15:54:34.1,1170.03,r,18.453,-17.00,33.098,8.218,24.88,SN II,0.027,30.79130146,0.144
ZTF22abdjqlm,SN2022sio,17:27:23.42,+56:33:31.7,1823.82,g,18.0187,-17.33,27.192,5.006,22.186,SN II,0.026,33.80424405,0.081
ZTF23abccimv,SN2023sau,05:03:18.86,-01:37:59.6,2206.96,r,17.3696,-17.07,31.645,10.01,21.635,SN II,0.016,-24.66456071,0.295
ZTF21abrluay,SN2021vfh,01:31:38.36,+31:59:23.7,1477.78,r,18.2642,-17.00,91.653,44.976,46.677,SN II,0.025,-30.11148114,0.122
ZTF18acrwheu,SN2018jfz,03:20:18.73,-00:17:46.7,456.75,r,18.9527,-17.05,71.698,11.761,59.937,SN II,0.034,-45.32255684,0.193
ZTF20aaeoqqd,SN2020pl,01:04:56.90,+19:27:48.6,862.61,g,18.1066,-18.70,22.605,7.543,15.062,SN II,0.05,-43.29328665,0.106
ZTF19acanzwg,SN2019vrl,01:23:25.82,+30:50:56.7,827.74,r,18.496,-18.17,65.17,30.543,34.627,SN II,0.047,-31.52158921,0.143
ZTF21aabfwwl,SN2021iy,11:18:31.68,-06:16:40.5,1232.98,r,18.4611,-15.49,68.545,23.077,45.468,SN II,0.01363,49.73679597,0.135
ZTF21aasfseg,SN2021ibn,08:50:14.09,+37:01:37.1,1316.72,g,18.0051,-18.51,19.97,7.994,11.976,SN II,0.044,38.80097011,0.093
